judge_tag,judge_label,variant,variant_label,story,story_label,run_dir,summary_path,status,error_summary,vtc,action,scene,object_class,color,prompt_eval_min,subject_consistency,background_consistency,motion_smoothness,temporal_flickering,continuity_eval_min
qwen25vl7b,Qwen2.5-VL-7B-Instruct,agentic_t2v,Agentic T2V,thirsty_crow,Thirsty Crow,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_thirsty_crow_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_thirsty_crow_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_t2v_rerun_20260329/combined/combined_benchmark_agentic_thirsty_crow_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,ok,,3.0,1.0,1.0,3.0,0.0,45.62515616530242,0.7243668854035624,0.8418768439908478,0.9824483919852428,0.9750677875444,0.9900680755497888
qwen25vl7b,Qwen2.5-VL-7B-Instruct,agentic_t2v,Agentic T2V,tortoise_and_hare,Tortoise and Hare,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_tortoise_and_hare_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_tortoise_and_hare_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_t2v_rerun_20260329/combined/combined_benchmark_agentic_tortoise_and_hare_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,ok,,4.0,2.0,0.0,3.0,3.0,48.31748336913685,0.7077097676565193,0.883615012343449,0.9835963727645712,0.9776529312133789,1.0236932636161025
qwen25vl7b,Qwen2.5-VL-7B-Instruct,core_i2v,Core I2V,fox_and_grapes,Fox and Grapes,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_fox_and_grapes_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_fox_and_grapes_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rebench/combined/combined_benchmark_core_fox_and_grapes_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,0.0,1.0,2.0,3.0,3.0,14.78993751143377,0.6411364925648436,0.7592949839685693,0.9750936998620534,0.9633722903681736,1.1145341074831474
qwen25vl7b,Qwen2.5-VL-7B-Instruct,core_i2v,Core I2V,lion_and_mouse,Lion and Mouse,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_lion_and_mouse_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_lion_and_mouse_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rebench/combined/combined_benchmark_core_lion_and_mouse_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,3.0,3.0,0.0,3.0,3.0,22.239567669748794,0.5897955212864113,0.7833221376746147,0.9743627926812382,0.9667448530010149,1.063624988416753
qwen25vl7b,Qwen2.5-VL-7B-Instruct,core_i2v,Core I2V,thirsty_crow,Thirsty Crow,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_thirsty_crow_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_thirsty_crow_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rebench/combined/combined_benchmark_core_thirsty_crow_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,5.0,3.0,3.0,3.0,3.0,18.239219749600547,0.7765939324405152,0.8688188674132948,0.9758116043638505,0.9697201990613751,1.1484812277330396
qwen25vl7b,Qwen2.5-VL-7B-Instruct,core_i2v,Core I2V,tortoise_and_hare,Tortoise and Hare,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_tortoise_and_hare_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/core_tortoise_and_hare_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rebench/combined/combined_benchmark_core_tortoise_and_hare_origin_pavan_core_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,3.0,1.0,2.0,1.0,2.0,21.75279213966569,0.5643991900066018,0.7545777543202071,0.9641955449450567,0.9516337413413852,1.0617479914508294
qwen25vl7b,Qwen2.5-VL-7B-Instruct,agentic_i2v,Agentic I2V,fox_and_grapes,Fox and Grapes,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_fox_and_grapes_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_fox_and_grapes_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rerun_20260329/combined/combined_benchmark_agentic_fox_and_grapes_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,4.0,3.0,2.0,2.0,2.0,8.313190496332632,0.6067130563920633,0.7656318208845135,0.9686697495691924,0.9523864820891735,1.1035830090501502
qwen25vl7b,Qwen2.5-VL-7B-Instruct,agentic_i2v,Agentic I2V,lion_and_mouse,Lion and Mouse,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_lion_and_mouse_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_lion_and_mouse_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rerun_20260329/combined/combined_benchmark_agentic_lion_and_mouse_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,0.0,3.0,0.0,1.0,2.0,48.67982718197939,0.5632833544172073,0.7443276113168352,0.9635587931270951,0.943555207346,0.9978399054457744
qwen25vl7b,Qwen2.5-VL-7B-Instruct,agentic_i2v,Agentic I2V,thirsty_crow,Thirsty Crow,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_thirsty_crow_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_thirsty_crow_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rerun_20260329/combined/combined_benchmark_agentic_thirsty_crow_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,4.0,3.0,3.0,3.0,3.0,35.77809149436653,0.8066196449689552,0.8446305997109826,0.9792016869769914,0.9715678888208726,1.0191342297475785
qwen25vl7b,Qwen2.5-VL-7B-Instruct,agentic_i2v,Agentic I2V,tortoise_and_hare,Tortoise and Hare,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_tortoise_and_hare_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan_i2v_concat/agentic_tortoise_and_hare_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205/benchmark_reports_fullstory_i2v_rerun_20260329/combined/combined_benchmark_agentic_tortoise_and_hare_origin_pavan_agentic_i2v_t14b_640x384_f64_s20_w8_a40x2_20260327_113205_fullstory/summary.json,ok,,5.0,3.0,0.0,3.0,1.0,47.83215095009655,0.5419624543646512,0.7477895630118016,0.9490867234627287,0.9285801756615732,1.1491079908640434
smolvlm,SmolVLM-Instruct,simple_t2v,Simple T2V,fox_and_grapes,Fox and Grapes,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_fox_and_grapes_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_fox_and_grapes_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_simple_fox_and_grapes_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.357321932935156,0.6792776228748765,0.8808960666546243,0.9874928308938534,0.9847097368801341,1.1247450940000514
smolvlm,SmolVLM-Instruct,simple_t2v,Simple T2V,lion_and_mouse,Lion and Mouse,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_lion_and_mouse_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_lion_and_mouse_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_simple_lion_and_mouse_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.488179063564166,0.7740182698864009,0.9170773309549615,0.990456782178548,0.9878609498341878,1.1124251851501563
smolvlm,SmolVLM-Instruct,simple_t2v,Simple T2V,thirsty_crow,Thirsty Crow,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_thirsty_crow_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_thirsty_crow_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_simple_thirsty_crow_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.860351303328449,0.8237187152653072,0.8996530286608864,0.9851433591835993,0.9820404707216749,1.200107674781854
smolvlm,SmolVLM-Instruct,simple_t2v,Simple T2V,tortoise_and_hare,Tortoise and Hare,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_tortoise_and_hare_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/simple_tortoise_and_hare_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_simple_tortoise_and_hare_origin_pavan_simple_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.513370378416342,0.8012123657731421,0.9562207407574663,0.9834486386990983,0.978051357643277,0.9938786633700754
smolvlm,SmolVLM-Instruct,core_t2v,Core T2V,fox_and_grapes,Fox and Grapes,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_fox_and_grapes_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_fox_and_grapes_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_core_fox_and_grapes_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.639553195781385,0.6551767701484076,0.877557126083815,0.9841954777289107,0.9799998676075655,1.0799843438978618
smolvlm,SmolVLM-Instruct,core_t2v,Core T2V,lion_and_mouse,Lion and Mouse,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_lion_and_mouse_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_lion_and_mouse_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_core_lion_and_mouse_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,7.183052498816202,0.7914638998765706,0.9425333423651252,0.9908036958800975,0.9891055406308642,1.0923167580893884
smolvlm,SmolVLM-Instruct,core_t2v,Core T2V,thirsty_crow,Thirsty Crow,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_thirsty_crow_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_thirsty_crow_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_core_thirsty_crow_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.60456384930294,0.8147682403725696,0.9066108012704721,0.9872556275378254,0.9849218275032792,1.0204931301840892
smolvlm,SmolVLM-Instruct,core_t2v,Core T2V,tortoise_and_hare,Tortoise and Hare,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_tortoise_and_hare_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/core_tortoise_and_hare_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_core_tortoise_and_hare_origin_pavan_core_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.997649510429862,0.8157062594830875,0.9498293367654143,0.9738898790589106,0.9665352054670745,1.017661436352258
smolvlm,SmolVLM-Instruct,agentic_t2v,Agentic T2V,fox_and_grapes,Fox and Grapes,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_fox_and_grapes_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_fox_and_grapes_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_agentic_fox_and_grapes_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.479016829150108,0.6292922074165418,0.8279380136831648,0.9849837514978542,0.979875987183814,0.9693326368462294
smolvlm,SmolVLM-Instruct,agentic_t2v,Agentic T2V,lion_and_mouse,Lion and Mouse,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_lion_and_mouse_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406,/home/hpc/v123be/v123be36/Multimodal_Final_SceneWeaver/outputs/story_runs_origin_pavan/agentic_lion_and_mouse_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406/benchmark_reports_fullstory_promptjudge_smolvlm/videobench_window_prompt/videobench_window_prompt_agentic_lion_and_mouse_origin_pavan_agentic_t2v14b_640x384_f64_s20_w8_concat_a40x2_20260326_232406_fullstory/summary.json,failed,CUDA out of memory,,,,,,6.908029849687591,0.6651734556277823,0.8844020012945568,0.9897587078157792,0.9864451801075654,0.9957134760993843
